date,largecap,midcap,smallcap,liquid,gold,flexi
26-Feb-2018,42.15,59.629,48.3041,2704.8403,10.3102,24.235
27-Feb-2018,42.0,59.397,48.2369,2705.3293,10.2788,24.3072
28-Feb-2018,41.82,59.549,48.2736,2705.8465,10.2434,24.158
01-Mar-2018,41.55,59.399,48.2953,2706.3396,10.186,24.0247
05-Mar-2018,41.2,59.025,47.6741,2708.32,10.2817,23.787
06-Mar-2018,40.75,58.494,47.1862,2708.9574,10.2297,23.8103
07-Mar-2018,40.38,57.883,46.2746,2709.6387,10.2706,23.7273
08-Mar-2018,40.74,58.367,46.2548,2710.132,10.2295,23.8123
09-Mar-2018,40.63,58.366,46.0759,2710.6267,10.1894,23.8226
12-Mar-2018,41.34,58.625,46.2889,2712.2277,10.1881,24.0299
13-Mar-2018,41.53,59.192,46.5957,2712.747,10.1623,24.0771
14-Mar-2018,41.53,59.15,46.5948,2713.2729,10.2093,23.93
15-Mar-2018,41.29,59.305,46.8942,2713.977,10.2009,23.9856
16-Mar-2018,40.72,58.707,46.576,2714.8609,10.1594,23.839
19-Mar-2018,40.28,57.749,45.741,2716.3555,10.1222,23.6366
20-Mar-2018,40.43,57.926,45.5977,2716.834,10.1779,23.4615
21-Mar-2018,40.56,57.977,45.728,2717.1907,10.1765,23.4188
22-Mar-2018,40.35,57.776,45.3198,2717.599,10.274,23.3215
23-Mar-2018,39.95,57.068,44.787,2717.8653,10.3223,22.9944
26-Mar-2018,40.43,57.676,45.0479,2719.2795,10.3123,23.0584
27-Mar-2018,40.77,58.189,45.7414,2719.8183,10.3091,23.1745
28-Mar-2018,40.48,57.893,45.521,2722.8629,10.2752,22.9248
02-Apr-2018,40.74,59.097,46.6006,2725.4183,10.2693,23.1121
03-Apr-2018,40.94,59.936,47.2211,2725.9389,10.296,23.0664
04-Apr-2018,40.47,59.348,46.7022,2726.5074,10.3642,23.0448
05-Apr-2018,41.25,60.311,47.6702,2727.0243,10.2485,23.2377
06-Apr-2018,41.33,60.656,47.8196,2727.534,10.2276,23.4551
09-Apr-2018,41.54,60.917,47.9279,2729.0553,10.271,23.4644
10-Apr-2018,41.73,60.896,47.933,2729.5585,10.3118,23.499
11-Apr-2018,41.7,61.138,47.8688,2730.0526,10.4215,23.5595
12-Apr-2018,41.82,60.969,47.7614,2730.5602,10.4412,23.5754
13-Apr-2018,41.87,61.145,47.8484,2731.0636,10.3904,23.6301
16-Apr-2018,42.07,61.448,47.882,2732.577,10.4425,23.6884
17-Apr-2018,42.2,61.641,48.0276,2733.0786,10.4597,23.7419
18-Apr-2018,42.13,61.523,47.9484,2733.5782,10.5607,23.7885
19-Apr-2018,42.38,61.791,48.3532,2734.0807,10.5509,23.7685
20-Apr-2018,42.3,61.701,48.5327,2734.584,10.5185,23.848
23-Apr-2018,42.31,62.174,48.9497,2736.0969,10.4786,23.7761
24-Apr-2018,42.3,61.954,49.1138,2736.5965,10.5116,23.8781
25-Apr-2018,42.06,61.771,48.6103,2737.0968,10.5655,23.6817
26-Apr-2018,42.06,61.961,48.6503,2737.6016,10.5051,23.697
27-Apr-2018,42.42,62.439,48.9585,2738.1138,10.4563,23.9822
30-Apr-2018,42.53,63.019,49.2901,2739.6515,10.3867,24.1046
02-May-2018,42.24,62.208,48.9031,2740.662,10.3966,23.9507
03-May-2018,42.06,61.914,48.3412,2741.1626,10.4435,23.8823
04-May-2018,41.78,61.56,48.201,2741.6538,10.401,23.8201
07-May-2018,42.21,61.915,48.3812,2743.1639,10.4843,23.9446
08-May-2018,42.39,62.144,48.47,2743.6681,10.4841,23.985
09-May-2018,42.34,61.661,48.3911,2744.1671,10.4821,24.0225
10-May-2018,42.24,60.917,47.7912,2744.663,10.4912,24.046
11-May-2018,42.46,61.141,47.8487,2745.1647,10.576,24.1926
14-May-2018,42.51,60.874,47.5074,2746.6711,10.5287,24.2366
15-May-2018,42.46,60.544,47.2497,2747.162,10.5305,24.2909
16-May-2018,42.14,60.565,47.1356,2747.6567,10.3962,24.2766
17-May-2018,41.93,60.717,47.296,2748.1518,10.3578,24.3748
18-May-2018,41.5,59.962,46.6539,2748.6482,10.3692,24.2885
21-May-2018,41.28,58.954,45.7511,2750.1485,10.3671,24.0117
22-May-2018,41.55,59.222,46.2053,2750.6624,10.4182,24.2693
23-May-2018,41.22,58.817,45.8921,2751.1787,10.4465,24.1905
24-May-2018,41.43,58.634,45.757,2751.6991,10.4956,24.2017
25-May-2018,42.0,59.304,46.325,2752.2261,10.4971,24.298
28-May-2018,42.36,60.031,46.8319,2753.8328,10.3809,24.3155
29-May-2018,42.17,59.874,46.6467,2754.4276,10.4859,24.2944
30-May-2018,42.02,59.711,46.4614,2755.1018,10.4972,24.2946
31-May-2018,42.35,59.811,46.193,2755.6274,10.4958,24.293
01-Jun-2018,42.1,59.21,45.5274,2756.1321,10.4645,24.2655
04-Jun-2018,41.75,58.726,44.6087,2757.7485,10.3494,24.2593
05-Jun-2018,41.63,57.753,43.5006,2758.293,10.3677,24.1523
06-Jun-2018,42.0,58.37,44.2842,2758.9233,10.3191,24.2372
07-Jun-2018,42.35,59.142,45.2648,2759.4655,10.3485,24.3553
08-Jun-2018,42.38,59.354,45.3587,2760.0096,10.4103,24.4881
11-Jun-2018,42.45,59.457,45.6842,2761.6417,10.3915,24.6082
12-Jun-2018,42.56,59.892,45.9991,2762.1828,10.4014,24.8178
13-Jun-2018,42.61,59.78,45.8869,2762.734,10.399,24.7997
14-Jun-2018,42.44,59.793,45.8261,2763.2936,10.4646,24.8297
15-Jun-2018,42.31,59.506,45.6765,2763.8521,10.4527,24.8694
18-Jun-2018,42.26,59.212,45.4226,2765.5885,10.3323,24.9431
19-Jun-2018,41.97,58.789,44.8699,2766.1931,10.3676,24.9404
20-Jun-2018,42.04,58.939,44.8592,2766.7723,10.3125,24.9442
21-Jun-2018,41.88,58.644,44.5544,2767.3399,10.2239,25.0151
22-Jun-2018,42.18,58.683,44.5314,2767.8857,10.2743,24.9886
25-Jun-2018,41.83,58.439,44.1431,2769.5798,10.2717,25.029
26-Jun-2018,41.84,58.269,43.8401,2770.1365,10.2399,24.7693
27-Jun-2018,41.36,57.603,43.1256,2770.69,10.2447,24.6289
28-Jun-2018,41.06,56.498,42.7731,2771.2585,10.2398,24.3044
29-Jun-2018,41.61,57.404,43.4856,2771.8674,10.1861,24.4894
02-Jul-2018,41.4,57.419,43.0767,2773.605,10.1945,24.487
03-Jul-2018,41.6,57.829,43.3209,2774.2383,10.1769,24.566
04-Jul-2018,41.74,57.907,43.3463,2774.8524,10.2429,24.7756
05-Jul-2018,41.54,57.587,43.1683,2775.4735,10.2403,24.8273
06-Jul-2018,41.54,57.935,43.4865,2776.0257,10.2571,25.0613
09-Jul-2018,41.95,58.877,44.0143,2777.6958,10.269,25.261
10-Jul-2018,42.33,59.358,44.4719,2778.238,10.2204,25.3657
11-Jul-2018,42.0,59.433,44.1091,2778.7832,10.176,25.3064
12-Jul-2018,42.14,59.411,43.9278,2779.322,10.1371,25.3093
13-Jul-2018,41.91,58.857,43.3513,2779.8748,10.1012,25.3257
16-Jul-2018,41.51,57.744,42.2845,2781.5094,10.1232,25.1669
17-Jul-2018,41.95,58.601,42.594,2782.0514,10.081,25.2035
18-Jul-2018,41.74,57.99,42.1296,2782.5953,9.9606,25.2953
19-Jul-2018,41.61,57.518,41.7726,2783.1416,10.0272,25.296
20-Jul-2018,41.9,57.945,41.9217,2783.6806,10.0161,25.451
23-Jul-2018,42.35,58.506,42.358,2785.312,10.0495,25.4632
24-Jul-2018,42.68,59.273,43.4321,2785.8523,10.0371,25.5762
25-Jul-2018,42.52,59.094,43.7169,2786.3823,10.0355,25.6847
26-Jul-2018,42.93,59.52,43.7464,2786.9169,10.0222,25.807
27-Jul-2018,43.41,59.746,44.1976,2787.4576,9.9673,25.6163
30-Jul-2018,43.81,59.841,44.5011,2789.0857,9.9925,25.5139
31-Jul-2018,43.82,60.102,44.5768,2789.671,9.9578,25.4667
01-Aug-2018,43.64,60.276,44.6519,2790.2859,9.9749,25.4946
02-Aug-2018,43.35,60.223,44.675,2790.8838,9.9403,25.4975
03-Aug-2018,43.8,60.907,45.2085,2791.4795,9.8967,25.772
06-Aug-2018,44.16,60.941,45.3283,2793.1932,9.9293,25.8349
07-Aug-2018,44.12,60.701,45.4276,2793.7342,9.9126,25.9508
08-Aug-2018,44.27,60.784,45.7819,2794.2734,9.9139,25.9868
09-Aug-2018,44.52,60.675,46.0969,2794.8204,9.9126,26.0032
10-Aug-2018,44.23,60.384,45.6073,2795.3533,9.885,25.9092
13-Aug-2018,43.83,60.071,45.2625,2796.9479,9.9643,25.7608
14-Aug-2018,44.14,60.704,45.4152,2797.4746,9.9102,25.9312
16-Aug-2018,44.06,60.744,45.4324,2798.5394,9.8926,26.0185
17-Aug-2018,44.4,61.257,45.8602,2799.0725,9.8565,26.0426
20-Aug-2018,44.71,61.372,46.101,2800.6711,9.8891,26.0423
21-Aug-2018,44.86,61.725,46.3029,2801.1942,9.9139,26.0474
23-Aug-2018,44.84,61.662,46.3701,2802.2581,9.917,26.0969
24-Aug-2018,44.76,61.341,46.3247,2802.787,9.9622,26.0619
27-Aug-2018,45.36,61.569,46.5664,2804.4008,10.0468,26.2572
28-Aug-2018,45.45,61.6,46.5906,2804.9462,10.154,26.424
29-Aug-2018,45.35,61.646,46.7967,2805.4888,10.0791,26.4529
30-Aug-2018,45.47,61.921,47.1629,2806.0336,10.1097,26.5161
31-Aug-2018,45.63,62.014,47.4771,2806.5744,10.1393,26.4697
03-Sep-2018,45.29,61.495,47.6095,2808.2008,10.0988,26.3399
04-Sep-2018,44.8,60.2,46.8313,2808.7402,10.1221,26.2316
05-Sep-2018,44.8,59.893,46.5736,2809.2807,10.1383,25.9845
06-Sep-2018,44.92,60.183,46.9511,2809.8295,10.2056,26.0822
07-Sep-2018,45.22,60.57,47.2865,2810.3749,10.2167,26.1159
10-Sep-2018,44.75,59.99,46.6378,2812.0098,10.2339,25.9784
11-Sep-2018,44.21,59.201,45.9133,2812.5517,10.2544,25.889
12-Sep-2018,44.43,59.348,45.8452,2813.0862,10.2503,25.8616
14-Sep-2018,45.07,60.056,46.3996,2814.1654,10.2613,25.9212
17-Sep-2018,44.69,59.712,46.1399,2815.79,10.3238,25.7486
18-Sep-2018,44.13,58.836,45.7201,2816.3592,10.3382,25.5631
19-Sep-2018,44.08,58.36,45.6201,2816.9079,10.3457,25.5436
21-Sep-2018,43.87,57.561,44.4569,2818.0145,10.286,25.4779
24-Sep-2018,43.02,56.362,43.3722,2819.6733,10.2822,25.2504
25-Sep-2018,43.51,56.162,43.2166,2820.1428,10.2829,25.296
26-Sep-2018,43.37,56.218,43.4816,2820.6859,10.2871,25.2972
27-Sep-2018,43.03,55.185,42.8123,2821.3035,10.2569,25.1033
28-Sep-2018,42.65,54.507,41.5982,2821.9823,10.1497,25.0927
01-Oct-2018,42.95,54.627,41.681,2823.7108,10.181,25.0111
03-Oct-2018,42.44,54.184,41.6425,2824.8252,10.4029,24.8945
04-Oct-2018,41.87,53.174,40.9485,2825.3869,10.3943,24.7645
05-Oct-2018,40.65,52.111,40.1085,2825.9888,10.4754,24.3539
08-Oct-2018,40.41,51.352,39.468,2827.7062,10.4479,24.0456
09-Oct-2018,40.15,51.018,39.3194,2828.2818,10.4045,24.0259
10-Oct-2018,40.96,52.906,40.7914,2828.852,10.3817,24.2182
11-Oct-2018,40.16,51.984,40.1777,2829.4235,10.4837,23.7732
12-Oct-2018,41.0,53.052,41.0296,2829.9993,10.6149,23.904
15-Oct-2018,41.17,53.326,41.5551,2831.7245,10.7232,24.0684
16-Oct-2018,41.49,53.924,42.0659,2832.2943,10.6303,24.1122
17-Oct-2018,41.05,52.922,41.2347,2832.8667,10.6128,24.1226
19-Oct-2018,40.71,52.545,40.7807,2834.0144,10.6369,23.8373
22-Oct-2018,40.69,52.036,40.1113,2835.7427,10.5851,23.6998
23-Oct-2018,40.35,51.494,39.5887,2836.3245,10.6804,23.6342
24-Oct-2018,40.7,52.023,39.7873,2836.8984,10.594,23.6359
25-Oct-2018,40.22,51.923,39.4984,2837.4721,10.5976,23.2909
26-Oct-2018,39.89,51.879,39.4295,2838.0442,10.6389,23.4248
29-Oct-2018,40.83,52.925,40.252,2839.7642,10.6237,23.4989
30-Oct-2018,40.76,53.245,40.6936,2840.3415,10.6294,23.3472
31-Oct-2018,41.39,54.022,41.1103,2840.9199,10.6526,23.6279
01-Nov-2018,41.39,54.399,41.5901,2841.4979,10.6539,23.8388
02-Nov-2018,42.08,54.428,41.847,2842.0793,10.5929,23.8364
05-Nov-2018,41.97,54.046,41.6656,2843.8224,10.6346,23.7599
06-Nov-2018,41.86,53.77,41.8382,2844.411,10.6267,23.5384
09-Nov-2018,42.01,54.413,42.4631,2846.168,10.5566,23.705
12-Nov-2018,41.52,53.996,42.2125,2847.9246,10.548,23.6286
13-Nov-2018,41.92,54.122,42.3257,2848.515,10.4763,23.5216
14-Nov-2018,41.94,54.1,42.1663,2849.1182,10.511,23.5227
15-Nov-2018,42.02,54.302,42.1709,2849.7199,10.421,23.6072
16-Nov-2018,42.35,54.248,42.0247,2850.303,10.3607,23.8317
19-Nov-2018,42.54,54.493,42.1167,2852.0506,10.3461,23.8412
20-Nov-2018,42.01,54.064,41.7086,2852.6308,10.3582,23.5392
21-Nov-2018,41.95,54.181,41.7981,2853.2097,10.3315,23.514
22-Nov-2018,41.67,54.059,41.717,2853.7849,10.3555,23.59
26-Nov-2018,41.88,54.106,41.6468,2856.0905,10.2638,23.6178
27-Nov-2018,42.03,54.52,41.9199,2856.6594,10.2299,23.7984
28-Nov-2018,41.85,54.223,41.695,2857.2339,10.1911,23.8769
29-Nov-2018,42.16,54.569,41.6096,2857.8164,10.1918,24.043
30-Nov-2018,42.2,54.804,41.8113,2858.403,10.1616,24.1532
03-Dec-2018,42.43,54.836,41.8187,2860.1323,10.2524,24.2018
04-Dec-2018,42.5,54.908,41.8181,2860.6922,10.3681,24.2282
05-Dec-2018,41.96,54.566,41.3862,2861.2944,10.3571,23.9598
06-Dec-2018,41.25,53.887,40.8714,2861.877,10.3939,23.9116
07-Dec-2018,41.43,53.964,40.8492,2862.4443,10.3553,23.9702
10-Dec-2018,40.9,53.07,40.2066,2864.1194,10.5422,23.744
11-Dec-2018,41.09,53.825,40.6847,2864.6704,10.5617,23.8208
12-Dec-2018,41.93,54.992,41.5714,2865.2381,10.5323,24.0439
13-Dec-2018,42.17,55.267,41.8814,2865.8085,10.4667,24.198
14-Dec-2018,42.41,55.319,41.8759,2866.3804,10.4753,24.1537
17-Dec-2018,42.75,55.52,42.0129,2868.0751,10.4736,24.1146
18-Dec-2018,42.9,55.602,42.1106,2868.6461,10.4157,24.0203
19-Dec-2018,43.23,56.254,42.5495,2869.2171,10.3587,24.1616
20-Dec-2018,43.06,56.078,42.5388,2869.7672,10.3785,24.0753
21-Dec-2018,42.48,55.529,42.0404,2870.3166,10.4295,23.8979
24-Dec-2018,41.99,55.213,41.6917,2872.0017,10.4685,23.6853
26-Dec-2018,42.22,55.159,41.5951,2873.1262,10.5029,23.6402
27-Dec-2018,42.34,55.42,41.6854,2873.6992,10.5328,23.9137
28-Dec-2018,42.73,55.991,41.8662,2874.279,10.5542,24.0258
31-Dec-2018,42.77,56.328,42.1049,2876.0804,10.5501,24.0551
01-Jan-2019,42.92,56.381,42.1899,2876.7087,10.5503,24.1411
02-Jan-2019,42.34,55.825,41.9781,2877.3395,10.6131,24.0361
03-Jan-2019,41.86,55.489,41.7615,2877.8642,10.6804,24.0002
04-Jan-2019,42.13,55.657,41.7891,2878.4514,10.6328,23.7828
07-Jan-2019,42.3,55.674,41.7771,2880.1553,10.6078,23.9844
08-Jan-2019,42.48,55.534,41.801,2880.7356,10.6003,24.0359
09-Jan-2019,42.7,55.601,41.8353,2881.319,10.6485,24.1682
10-Jan-2019,42.61,55.839,41.8255,2881.8989,10.7215,24.223
11-Jan-2019,42.61,55.683,41.708,2882.4631,10.7073,24.2701
14-Jan-2019,42.34,55.604,41.5491,2884.1591,10.7531,24.2054
15-Jan-2019,42.76,55.654,41.834,2884.7179,10.752,24.1879
16-Jan-2019,42.8,55.588,41.8986,2885.2855,10.7958,24.2797
17-Jan-2019,42.77,55.434,41.8093,2885.8624,10.8293,24.3106
18-Jan-2019,42.53,55.285,41.6043,2886.4384,10.8122,24.2547
21-Jan-2019,42.57,55.068,41.427,2888.1092,10.7829,24.3072
22-Jan-2019,42.42,54.974,41.1881,2888.6702,10.7856,24.2741
23-Jan-2019,42.1,54.743,41.106,2889.2233,10.792,24.1475
24-Jan-2019,42.06,54.641,40.8338,2889.7824,10.7516,24.196
25-Jan-2019,41.75,53.992,40.3094,2890.3382,10.7461,24.1299
28-Jan-2019,41.28,53.4,39.4993,2892.006,10.8935,24.0831
29-Jan-2019,41.25,53.4,39.4034,2892.593,10.9195,24.0384
30-Jan-2019,41.41,53.735,39.7196,2893.1476,10.9639,24.1769
31-Jan-2019,41.97,53.918,40.08,2893.7006,11.0105,24.36
01-Feb-2019,42.03,54.104,40.2279,2894.2478,11.0669,24.7014
04-Feb-2019,41.92,53.909,39.8487,2895.8758,11.1229,24.7521
05-Feb-2019,41.89,53.654,39.5859,2896.4248,11.1324,24.843
06-Feb-2019,42.4,53.52,39.6264,2896.9756,11.1423,24.9593
07-Feb-2019,42.52,53.822,40.028,2897.5979,10.9965,24.975
08-Feb-2019,41.96,53.216,39.6642,2898.1578,11.043,24.7221
11-Feb-2019,41.7,52.729,39.0688,2899.8111,11.0358,24.7042
12-Feb-2019,41.5,52.62,38.7283,2900.3513,10.9845,24.6497
13-Feb-2019,41.24,52.567,38.4726,2900.9107,10.9773,24.7591
14-Feb-2019,41.03,52.518,38.3214,2901.4594,11.0067,24.8092
15-Feb-2019,40.89,52.317,38.0268,2901.9867,11.075,24.7053
18-Feb-2019,40.7,51.843,37.7417,2903.6086,11.148,24.6162
19-Feb-2019,40.72,51.964,37.8402,2904.1536,11.2013,24.6488
20-Feb-2019,41.27,52.336,38.1841,2904.6941,11.2945,24.7077
21-Feb-2019,41.45,52.759,38.5845,2905.2381,11.1759,24.7609
22-Feb-2019,41.68,52.922,38.8094,2905.7844,11.098,24.677
25-Feb-2019,42.04,53.269,39.0536,2907.4257,11.104,24.8137
26-Feb-2019,41.86,53.273,38.9455,2907.9686,11.1584,24.8863
27-Feb-2019,41.76,53.396,38.9968,2908.5089,11.1632,24.9483
28-Feb-2019,41.97,53.776,39.3339,2909.0485,11.1135,24.9276
01-Mar-2019,42.21,54.528,40.0238,2909.6073,10.9481,24.9816
05-Mar-2019,42.8,55.716,41.3758,2911.8237,10.7199,25.2455
06-Mar-2019,43.06,56.093,41.7043,2912.3765,10.7384,25.2795
07-Mar-2019,42.92,56.005,41.7899,2912.9372,10.6681,25.2726
08-Mar-2019,42.86,55.839,41.5758,2913.4841,10.7235,25.1803
11-Mar-2019,43.56,56.778,42.3027,2915.1526,10.7061,25.369
12-Mar-2019,43.93,57.362,42.8407,2915.7354,10.6533,25.6917
13-Mar-2019,43.82,57.216,42.5426,2916.3601,10.7365,25.6122
14-Mar-2019,43.86,57.187,42.4664,2917.0146,10.7004,25.6426
15-Mar-2019,44.18,57.654,42.456,2917.5588,10.6466,25.6512
18-Mar-2019,44.21,57.533,42.3673,2919.287,10.5789,25.5595
19-Mar-2019,44.42,57.805,42.5057,2919.884,10.6281,25.5763
20-Mar-2019,44.25,57.681,42.3552,2920.3751,10.5692,25.6223
22-Mar-2019,44.1,57.337,42.092,2921.4435,10.6414,25.6598
25-Mar-2019,43.84,57.091,41.6817,2923.148,10.6708,25.4415
26-Mar-2019,44.23,57.726,41.9635,2923.7085,10.6399,25.5237
27-Mar-2019,44.04,58.28,42.3052,2924.2762,10.6693,25.5355
28-Mar-2019,44.41,58.779,42.6174,2924.8942,10.625,25.7546
29-Mar-2019,44.62,59.405,42.8223,2927.4481,10.5308,25.7309
01-Apr-2019,44.84,59.492,43.1903,2929.1311,10.5642,25.71
02-Apr-2019,44.97,59.482,43.1582,2930.0329,10.5222,25.825
03-Apr-2019,44.63,58.951,42.8289,2930.5258,10.4785,25.8185
04-Apr-2019,44.59,58.881,42.7279,2931.1202,10.5213,25.783
05-Apr-2019,44.84,59.131,43.066,2931.6718,10.5195,25.9271
08-Apr-2019,44.67,58.794,42.9864,2933.2425,10.6311,25.8314
09-Apr-2019,44.89,58.738,42.8272,2933.7829,10.6403,25.8404
10-Apr-2019,44.57,58.834,42.8279,2934.3083,10.6516,25.7843
11-Apr-2019,44.58,58.698,42.8243,2934.8268,10.5834,25.7837
12-Apr-2019,44.78,58.627,43.0086,2935.3207,10.569,25.8412
15-Apr-2019,44.93,58.833,43.1459,2936.9985,10.5695,25.9122
16-Apr-2019,45.28,58.913,43.1855,2937.5722,10.5333,26.0332
18-Apr-2019,45.03,58.637,42.8715,2938.6879,10.4891,26.1428
22-Apr-2019,44.55,57.967,42.4493,2940.8915,10.511,26.0766
23-Apr-2019,44.43,58.09,42.4553,2941.4314,10.4959,26.1443
24-Apr-2019,44.91,58.225,42.66,2941.982,10.5166,26.2391
25-Apr-2019,44.67,57.95,42.5214,2942.5216,10.5865,26.1283
26-Apr-2019,44.98,57.906,42.5715,2943.0726,10.6178,26.1996
30-Apr-2019,45.07,57.569,42.2505,2945.2631,10.5669,26.0999
02-May-2019,44.88,56.993,42.1678,2946.3622,10.4487,25.8902
03-May-2019,44.98,56.967,42.092,2946.9131,10.4401,25.8615
06-May-2019,44.6,56.632,41.895,2948.5709,10.5391,25.8424
07-May-2019,44.29,56.405,41.6491,2949.149,10.6248,25.76
08-May-2019,43.86,55.846,41.0841,2949.7241,10.5657,25.5004
09-May-2019,43.61,55.819,41.0344,2950.2895,10.6202,25.4886
10-May-2019,43.54,55.946,41.1195,2950.8543,10.6111,25.4072
13-May-2019,42.97,54.983,40.4982,2952.5633,10.6238,25.3097
14-May-2019,43.28,55.135,40.6701,2953.1731,10.7373,25.2801
15-May-2019,43.08,54.712,40.5865,2953.785,10.73,25.1967
16-May-2019,43.37,54.806,40.6252,2954.3981,10.7042,25.3881
17-May-2019,43.75,55.175,40.8332,2954.9687,10.6064,25.5949
20-May-2019,45.26,56.582,41.9839,2956.6366,10.5048,25.72
21-May-2019,44.77,56.48,41.7532,2957.2389,10.5057,25.5631
22-May-2019,44.92,56.487,41.8338,2957.8234,10.4733,25.7381
23-May-2019,44.64,56.569,41.8743,2958.4765,10.5319,25.6535
24-May-2019,45.47,57.602,42.959,2959.0428,10.5253,25.7751
27-May-2019,45.92,58.347,43.8709,2960.6949,10.5638,25.9745
28-May-2019,46.01,58.369,43.868,2961.3218,10.5511,25.9455
29-May-2019,45.58,57.943,43.6998,2961.8875,10.6001,25.9417
30-May-2019,45.82,58.298,43.8105,2962.461,10.5289,25.9255
31-May-2019,45.78,58.467,43.6576,2963.1128,10.6745,25.8935
03-Jun-2019,46.22,58.675,43.8401,2964.8051,10.7371,25.9083
04-Jun-2019,46.07,58.563,43.756,2965.3676,10.761,25.6314
06-Jun-2019,45.54,57.722,43.0867,2966.5359,10.8555,25.6329
07-Jun-2019,45.61,57.772,42.9934,2967.0779,10.8498,25.7479
10-Jun-2019,45.82,57.749,42.7035,2968.7064,10.81,25.9311
11-Jun-2019,45.98,58.043,42.8763,2969.2286,10.7765,26.1658
12-Jun-2019,45.83,57.642,42.6424,2969.7525,10.8635,26.1397
13-Jun-2019,45.94,57.271,42.4714,2970.2819,10.8405,26.058
14-Jun-2019,45.58,56.959,42.2351,2970.8201,10.9569,25.9947
17-Jun-2019,45.03,56.531,41.7838,2972.4123,10.8822,25.852
18-Jun-2019,45.16,56.548,41.7882,2972.9387,10.9254,25.9534
19-Jun-2019,45.12,56.27,41.3078,2973.4694,10.983,25.9815
20-Jun-2019,45.67,56.749,41.604,2974.0322,11.2007,26.0959
21-Jun-2019,45.41,56.72,41.5468,2974.4633,11.2574,26.0862
24-Jun-2019,45.28,56.593,41.3871,2976.0041,11.3323,26.0706
25-Jun-2019,45.5,57.009,41.6704,2976.5211,11.4916,26.116
26-Jun-2019,45.81,57.327,42.0321,2977.0267,11.2143,26.0542
27-Jun-2019,45.84,57.442,42.1822,2977.5494,11.1852,26.094
28-Jun-2019,45.75,57.43,42.1367,2978.1392,11.2314,26.0797
01-Jul-2019,45.98,57.621,42.2492,2979.7448,11.0666,26.2343
02-Jul-2019,46.18,57.587,42.2881,2980.3074,11.1599,26.2872
03-Jul-2019,46.21,57.583,42.2543,2980.9239,11.4068,26.3563
04-Jul-2019,46.31,57.479,42.3976,2981.5133,11.3864,26.42
05-Jul-2019,45.73,56.826,41.8184,2982.0831,11.4586,26.2377
08-Jul-2019,44.74,55.792,40.9425,2983.641,11.4599,25.9126
09-Jul-2019,44.77,55.692,40.8814,2984.1783,11.318,25.916
10-Jul-2019,44.49,55.424,40.6046,2984.7236,11.3819,25.8704
11-Jul-2019,44.75,55.698,40.6893,2985.2586,11.5431,26.0614
12-Jul-2019,44.72,56.031,40.8254,2985.7795,11.4717,26.0614
15-Jul-2019,44.82,55.56,40.6265,2987.3363,11.4584,26.0776
16-Jul-2019,45.05,55.752,40.6341,2987.9648,11.4799,26.1682
17-Jul-2019,45.11,55.635,40.6109,2988.5327,11.4151,26.1404
18-Jul-2019,44.71,55.164,40.2313,2989.0381,11.6006,26.0274
19-Jul-2019,44.13,54.081,39.5354,2989.5384,11.7276,25.7246
22-Jul-2019,44.01,53.715,39.1132,2991.0264,11.6775,25.5424
23-Jul-2019,44.03,53.712,39.2183,2991.5121,11.6031,25.61
24-Jul-2019,43.79,53.329,38.761,2992.0186,11.6535,25.4847
25-Jul-2019,43.87,53.425,38.7053,2992.5365,11.6612,25.5733
26-Jul-2019,43.88,53.334,38.7127,2993.0447,11.5941,25.5915
29-Jul-2019,43.46,52.866,38.4255,2994.6391,11.575,25.7339
30-Jul-2019,43.16,52.236,37.8284,2995.1712,11.5841,25.5037
31-Jul-2019,43.24,52.727,38.1719,2995.7336,11.5281,25.4959
01-Aug-2019,42.61,52.446,37.6848,2996.3108,11.4751,25.2207
02-Aug-2019,42.68,52.477,37.5751,2996.9074,11.7593,25.3326
05-Aug-2019,42.27,51.787,37.0579,2998.3465,12.0042,25.0866
06-Aug-2019,42.63,52.431,37.5493,2998.8874,12.0564,25.0166
07-Aug-2019,42.28,52.343,37.4874,2999.6515,12.305,25.122
08-Aug-2019,42.86,52.807,37.7168,3000.1779,12.2894,25.2781
09-Aug-2019,43.11,52.999,37.8985,3000.7237,12.29,25.6017
13-Aug-2019,42.1,52.161,37.326,3002.5305,12.6049,25.1758
14-Aug-2019,42.68,52.378,37.4806,3002.8962,12.389,25.3405
16-Aug-2019,42.8,52.219,37.4716,3003.8797,12.395,25.2151
19-Aug-2019,42.86,52.441,37.6846,3005.2652,12.4041,25.3342
20-Aug-2019,42.71,52.218,37.4437,3005.8023,12.5118,25.4496
21-Aug-2019,42.35,51.567,36.8953,3006.3225,12.4011,25.3425
22-Aug-2019,41.74,51.065,36.2093,3006.7936,12.4622,25.3023
23-Aug-2019,42.1,51.517,36.4373,3007.2733,12.496,25.2568
26-Aug-2019,42.85,52.211,37.0867,3008.6841,12.8306,25.313
27-Aug-2019,43.03,52.582,37.6346,3009.1216,12.7714,25.4362
28-Aug-2019,42.74,52.174,37.3799,3009.6383,12.8625,25.387
29-Aug-2019,42.56,52.019,37.1134,3010.0908,12.8657,25.3295
30-Aug-2019,42.79,52.423,37.3507,3010.5466,12.7262,25.4665
03-Sep-2019,41.92,51.77,36.8439,3012.3334,12.9576,25.3389
04-Sep-2019,42.23,51.785,36.9469,3012.814,12.9678,25.3484
