date,largecap,midcap,smallcap,liquid,gold,flexi
28-May-2013,18.87,18.088,9.626,1869.5758,9.349,9.9992
29-May-2013,18.84,18.097,9.5524,1869.9959,9.3981,10.008
30-May-2013,18.92,18.071,9.5647,1870.4276,9.5296,10.0327
31-May-2013,18.61,17.963,9.4463,1870.8473,9.6451,10.0154
03-Jun-2013,18.48,18.057,9.4957,1872.1083,9.6089,10.0572
04-Jun-2013,18.46,18.042,9.4876,1872.5282,9.5967,10.0339
05-Jun-2013,18.47,18.039,9.5036,1872.9476,9.5543,10.0273
06-Jun-2013,18.46,18.064,9.5915,1873.3658,9.6966,10.0328
07-Jun-2013,18.38,17.924,9.5145,1873.7855,9.8389,10.0235
10-Jun-2013,18.32,17.805,9.4822,1875.0387,9.7618,9.9957
11-Jun-2013,18.1,17.552,9.3178,1875.4579,9.7171,9.954
12-Jun-2013,18.06,17.536,9.2969,1875.8634,9.657,9.9288
13-Jun-2013,17.86,17.301,9.2386,1876.2709,9.6751,9.9118
14-Jun-2013,18.13,17.509,9.3041,1876.6759,9.6633,9.9549
17-Jun-2013,18.22,17.593,9.3571,1877.8975,9.8589,9.9818
18-Jun-2013,18.17,17.634,9.3929,1878.314,9.8164,9.9964
19-Jun-2013,18.23,17.676,9.3999,1878.74,9.8028,10.0085
20-Jun-2013,17.8,17.423,9.2721,1879.1526,9.587,9.9306
21-Jun-2013,17.81,17.343,9.2149,1879.5585,9.4952,9.9161
24-Jun-2013,17.5,17.043,9.073,1880.7979,9.4639,9.8034
25-Jun-2013,17.49,16.959,9.06,1881.2107,9.4494,9.7828
26-Jun-2013,17.43,16.925,9.0031,1881.6499,9.1587,9.7543
27-Jun-2013,17.67,16.927,9.0787,1882.0831,9.1788,9.7919
28-Jun-2013,18.07,17.223,9.1773,1882.5861,9.0262,9.8992
01-Jul-2013,18.19,17.452,9.2958,1883.8542,9.2367,9.9352
02-Jul-2013,18.08,17.422,9.2835,1884.31,9.387,9.9357
03-Jul-2013,17.81,17.171,9.165,1884.7782,9.3549,9.9149
04-Jul-2013,18.05,17.289,9.2197,1885.2431,9.3314,9.9544
05-Jul-2013,18.12,17.325,9.1959,1885.6422,9.2415,9.9713
08-Jul-2013,18.0,17.278,9.1884,1886.8804,9.3768,9.9518
09-Jul-2013,18.14,17.455,9.2801,1887.3004,9.358,10.0018
10-Jul-2013,18.09,17.426,9.3156,1887.7173,9.3325,10.0079
11-Jul-2013,18.36,17.576,9.3622,1888.1351,9.4404,10.0617
12-Jul-2013,18.61,17.662,9.4202,1888.5455,9.4217,10.1284
15-Jul-2013,18.75,17.835,9.4677,1889.7758,9.5303,10.1833
16-Jul-2013,18.5,17.586,9.3957,1886.531,9.4412,10.1081
17-Jul-2013,18.43,17.48,9.361,1887.4499,9.4314,10.1534
18-Jul-2013,18.61,17.67,9.4222,1888.175,9.4048,10.2163
19-Jul-2013,18.66,17.593,9.3682,1888.6458,9.4563,10.1288
22-Jul-2013,18.72,17.578,9.3426,1890.0909,9.6189,10.1909
23-Jul-2013,18.85,17.59,9.3579,1890.3465,9.7765,10.1664
24-Jul-2013,18.58,17.291,9.242,1889.232,9.7608,10.0358
25-Jul-2013,18.34,17.182,9.1966,1889.774,9.6483,9.9699
26-Jul-2013,18.28,16.995,9.1646,1890.3452,9.7707,9.9594
29-Jul-2013,18.1,16.843,9.0767,1892.0423,9.869,9.8913
30-Jul-2013,17.82,16.584,8.9224,1892.613,9.9072,9.8424
31-Jul-2013,17.89,16.536,8.8721,1893.1807,10.0297,9.7726
01-Aug-2013,17.92,16.42,8.7886,1893.7487,9.9665,9.7877
02-Aug-2013,17.79,16.326,8.7123,1894.299,9.8141,9.8152
05-Aug-2013,17.85,16.294,8.7771,1896.1375,10.0191,9.7889
06-Aug-2013,17.45,15.967,8.5927,1896.6703,9.9854,9.6794
07-Aug-2013,17.42,16.042,8.6486,1897.217,9.9088,9.6912
08-Aug-2013,17.6,16.176,8.7152,1897.7575,9.9368,9.8041
12-Aug-2013,17.76,16.398,8.8352,1899.9249,10.201,9.8993
13-Aug-2013,18.05,16.605,8.9515,1900.4628,10.4003,9.9669
14-Aug-2013,18.23,16.717,8.9736,1901.0056,10.3533,9.9589
16-Aug-2013,17.66,16.304,8.7955,1902.1042,10.7554,9.8359
19-Aug-2013,17.39,15.99,8.6914,1903.7118,10.9246,9.7064
20-Aug-2013,17.44,15.915,8.7027,1904.2572,10.8643,9.7127
21-Aug-2013,17.08,15.775,8.6524,1904.8249,10.9666,9.6923
22-Aug-2013,17.33,15.792,8.6828,1905.3706,10.9925,9.7025
23-Aug-2013,17.55,15.918,8.7442,1905.906,10.9061,9.7798
26-Aug-2013,17.6,15.97,8.7689,1907.4961,11.0876,9.7569
27-Aug-2013,17.08,15.672,8.6326,1908.0393,11.2146,9.6567
28-Aug-2013,17.03,15.507,8.5855,1908.5802,11.1887,9.6251
29-Aug-2013,17.4,15.699,8.662,1909.1321,11.2098,9.649
30-Aug-2013,17.62,15.817,8.6602,1909.6763,10.9747,9.6451
02-Sep-2013,17.78,16.012,8.6826,1911.3094,10.9512,9.7168
03-Sep-2013,17.26,15.736,8.5922,1911.8537,11.2189,9.657
04-Sep-2013,17.53,15.97,8.6537,1912.4006,11.2042,9.6588
05-Sep-2013,17.97,16.258,8.7217,1913.0039,11.0641,9.7591
06-Sep-2013,18.22,16.299,8.7599,1913.5529,10.8693,9.7627
10-Sep-2013,18.7,16.533,8.8788,1915.7153,10.6806,9.8876
11-Sep-2013,18.77,16.762,8.9414,1916.2697,10.5987,9.9697
12-Sep-2013,18.61,16.692,9.012,1916.823,10.5822,10.0016
13-Sep-2013,18.54,16.734,9.0364,1917.3702,10.4433,10.04
16-Sep-2013,18.56,16.644,8.9842,1919.0529,10.5827,10.0314
17-Sep-2013,18.65,16.582,8.9516,1919.6151,10.536,10.0447
18-Sep-2013,18.8,16.736,8.9556,1920.1867,10.4578,10.1245
19-Sep-2013,19.39,17.077,9.1035,1920.8216,10.6279,10.2081
20-Sep-2013,19.15,16.935,9.0537,1921.3825,10.5578,10.162
23-Sep-2013,18.85,16.712,9.0076,1922.9983,10.498,10.0588
24-Sep-2013,18.86,16.801,9.0298,1923.5354,10.4808,10.0423
25-Sep-2013,18.8,16.861,9.0726,1924.1066,10.5413,10.0896
26-Sep-2013,18.79,16.84,9.069,1924.6511,10.4932,10.1112
27-Sep-2013,18.66,16.812,9.1028,1925.2184,10.4623,10.1148
30-Sep-2013,18.44,16.712,9.1239,1926.8632,10.6463,10.1415
01-Oct-2013,18.55,16.871,9.1456,1927.4237,10.6604,10.189
03-Oct-2013,18.88,17.145,9.2005,1928.5227,10.5467,10.2037
04-Oct-2013,18.92,17.234,9.2507,1929.0635,10.4987,10.1524
07-Oct-2013,18.92,17.379,9.3974,1930.7038,10.8044,10.1578
08-Oct-2013,19.01,17.395,9.4814,1931.4189,10.7355,10.1417
09-Oct-2013,19.25,17.63,9.5147,1931.9521,10.6455,10.125
10-Oct-2013,19.32,17.751,9.6554,1932.4762,10.6172,10.1775
11-Oct-2013,19.52,17.815,9.6373,1932.9997,10.5853,10.247
14-Oct-2013,19.57,17.858,9.7048,1934.5657,10.6352,10.3426
15-Oct-2013,19.48,17.669,9.6369,1935.0875,10.7234,10.3314
17-Oct-2013,19.35,17.601,9.6395,1936.1306,10.7849,10.334
18-Oct-2013,19.74,17.776,9.714,1936.6537,10.7705,10.4605
21-Oct-2013,19.82,17.947,9.8407,1938.2161,10.8261,10.5421
22-Oct-2013,19.77,18.043,9.9797,1938.7412,10.9306,10.5722
23-Oct-2013,19.77,18.019,9.9848,1939.262,11.0191,10.59
24-Oct-2013,19.76,18.046,10.0334,1939.7871,11.0242,10.5668
25-Oct-2013,19.69,17.97,10.089,1940.306,11.0297,10.5451
28-Oct-2013,19.55,17.877,10.0506,1941.862,11.1172,10.5689
29-Oct-2013,19.95,18.12,10.1685,1942.3997,10.9438,10.5966
30-Oct-2013,20.05,18.173,10.2232,1942.9273,10.9035,10.6077
31-Oct-2013,20.22,18.396,10.2967,1943.4525,10.7828,10.6939
01-Nov-2013,20.25,18.672,10.3924,1943.9559,10.8915,10.7386
05-Nov-2013,20.16,18.94,10.6037,1945.9994,10.7012,10.8176
06-Nov-2013,20.09,18.901,10.7004,1946.5247,10.7418,10.8172
07-Nov-2013,19.98,18.703,10.6064,1947.0268,10.7658,10.7677
08-Nov-2013,19.93,18.699,10.6597,1947.5274,10.7329,10.7003
11-Nov-2013,19.78,18.636,10.5904,1949.0238,10.6862,10.6757
12-Nov-2013,19.59,18.533,10.5533,1949.5323,10.8385,10.6621
13-Nov-2013,19.46,18.459,10.4741,1950.0485,10.8427,10.6513
14-Nov-2013,19.66,18.693,10.5592,1950.5183,10.844,10.7331
18-Nov-2013,20.02,18.838,10.6487,1952.479,10.883,10.8401
19-Nov-2013,20.06,18.908,10.7496,1952.9692,10.8169,10.8503
20-Nov-2013,19.79,18.834,10.8435,1953.4555,10.8124,10.8985
21-Nov-2013,19.41,18.648,10.7713,1953.935,10.7605,10.8418
22-Nov-2013,19.4,18.667,10.8224,1954.4088,10.7926,10.768
25-Nov-2013,19.77,18.919,10.9464,1955.8641,10.6725,10.7797
26-Nov-2013,19.65,18.941,10.9579,1956.3583,10.804,10.7274
27-Nov-2013,19.68,18.985,10.9821,1956.8522,10.7076,10.7691
28-Nov-2013,19.73,19.107,11.0645,1957.3279,10.6868,10.7991
29-Nov-2013,20.02,19.304,11.1743,1957.8104,10.7629,10.846
02-Dec-2013,20.12,19.443,11.2924,1959.2441,10.8054,10.8981
03-Dec-2013,20.05,19.495,11.2878,1959.7226,10.6888,10.8084
04-Dec-2013,19.92,19.453,11.3777,1960.215,10.7184,10.7896
05-Dec-2013,20.22,19.524,11.3262,1960.6962,10.7059,10.8336
06-Dec-2013,20.23,19.674,11.3842,1961.1757,10.6352,10.8184
09-Dec-2013,20.55,19.818,11.3906,1962.6285,10.7273,10.8408
10-Dec-2013,20.47,19.814,11.3411,1963.1141,10.6518,10.7427
11-Dec-2013,20.39,19.81,11.3215,1963.5887,10.6594,10.7567
12-Dec-2013,20.19,19.804,11.3161,1964.0742,10.6167,10.6884
13-Dec-2013,20.0,19.59,11.2373,1964.558,10.609,10.6091
16-Dec-2013,20.06,19.732,11.3118,1966.0092,10.7037,10.6361
17-Dec-2013,20.0,19.787,11.318,1966.5056,10.563,10.6524
18-Dec-2013,20.22,19.976,11.5127,1966.9903,10.5219,10.7329
19-Dec-2013,20.12,19.948,11.5511,1967.4708,10.4855,10.8157
20-Dec-2013,20.45,20.222,11.7806,1967.9507,10.3815,10.941
23-Dec-2013,20.45,20.365,11.9589,1969.3874,10.3745,11.0652
24-Dec-2013,20.4,20.426,12.0187,1969.8652,10.3247,11.0721
26-Dec-2013,20.43,20.453,12.1306,1970.8243,10.3688,11.1355
27-Dec-2013,20.51,20.506,12.1564,1971.3081,10.2736,11.0722
30-Dec-2013,20.43,20.433,12.1937,1972.7521,10.2615,11.1084
31-Dec-2013,20.44,20.534,12.2627,1973.2366,10.238,11.1547
01-Jan-2014,20.46,20.607,12.3703,1973.7226,10.2984,11.1989
02-Jan-2014,20.22,20.307,12.2606,1974.2046,10.297,11.1112
03-Jan-2014,20.26,20.363,12.3792,1974.7005,10.4204,11.0683
06-Jan-2014,20.19,20.436,12.5378,1976.1388,10.4196,11.096
07-Jan-2014,20.08,20.375,12.525,1976.6115,10.4955,11.0785
08-Jan-2014,20.14,20.54,12.5834,1977.0856,10.3346,11.1456
09-Jan-2014,20.16,20.407,12.4232,1977.5605,10.3129,11.0692
10-Jan-2014,20.14,20.306,12.2942,1978.0452,10.3472,11.0265
13-Jan-2014,20.38,20.28,12.3271,1979.4773,10.4245,11.0608
14-Jan-2014,20.31,20.2,12.3662,1979.9527,10.4121,10.9881
15-Jan-2014,20.52,20.266,12.363,1980.4255,10.4213,11.0221
16-Jan-2014,20.44,20.315,12.3436,1980.906,10.3655,11.0033
17-Jan-2014,20.3,20.072,12.0761,1981.3816,10.3236,10.9352
20-Jan-2014,20.41,20.304,12.1771,1982.8081,10.4294,10.9517
21-Jan-2014,20.44,20.364,12.2624,1983.2828,10.4072,11.0025
22-Jan-2014,20.49,20.439,12.2801,1983.7576,10.3789,11.0006
23-Jan-2014,20.44,20.444,12.2893,1984.2264,10.3457,10.9885
24-Jan-2014,20.2,20.24,12.0434,1984.6989,10.4345,10.8968
27-Jan-2014,19.76,19.831,11.8003,1986.1043,10.4706,10.7091
28-Jan-2014,19.67,19.891,11.8071,1986.5698,10.4513,10.6857
29-Jan-2014,19.7,19.878,11.7925,1987.0364,10.4311,10.6848
30-Jan-2014,19.52,19.722,11.6371,1987.5028,10.4457,10.5725
31-Jan-2014,19.75,20.044,11.8233,1987.9645,10.3715,10.6438
03-Feb-2014,19.53,20.005,11.7716,1989.3638,10.3977,10.5936
04-Feb-2014,19.53,20.062,11.7602,1989.8329,10.4252,10.5495
05-Feb-2014,19.64,20.104,11.8145,1990.3029,10.4344,10.6007
06-Feb-2014,19.73,19.965,11.779,1990.7715,10.4251,10.5796
07-Feb-2014,19.8,20.148,11.7693,1991.2403,10.4508,10.6708
10-Feb-2014,19.82,20.188,11.7938,1992.6504,10.5192,10.6731
11-Feb-2014,19.9,20.328,11.855,1993.1232,10.5539,10.6719
12-Feb-2014,20.0,20.431,11.8938,1993.5958,10.5282,10.7134
13-Feb-2014,19.69,20.228,11.7344,1994.0683,10.5565,10.6896
14-Feb-2014,19.82,20.339,11.6769,1994.541,10.569,10.6687
17-Feb-2014,19.88,20.302,11.6735,1995.9597,10.7258,10.6533
18-Feb-2014,20.0,20.457,11.7647,1996.4308,10.7646,10.7411
19-Feb-2014,20.12,20.564,11.8184,1996.9019,10.7558,10.7629
20-Feb-2014,19.95,20.625,11.8719,1997.3725,10.7394,10.7235
21-Feb-2014,20.13,20.845,12.0339,1997.8443,10.7214,10.8109
24-Feb-2014,20.19,21.012,12.1514,1999.2578,10.7491,11.0148
25-Feb-2014,20.22,21.072,12.1555,1999.7372,10.7369,11.0815
26-Feb-2014,20.33,21.055,12.1182,2000.2127,10.7544,11.1744
28-Feb-2014,20.42,21.191,12.2102,2001.1777,10.7349,11.2518
03-Mar-2014,20.3,21.201,12.2334,2002.6376,10.8053,11.2452
04-Mar-2014,20.48,21.388,12.3317,2003.1203,10.7443,11.2667
05-Mar-2014,20.61,21.574,12.3937,2003.6048,10.6659,11.2884
06-Mar-2014,20.83,21.783,12.6062,2004.096,10.5956,11.2679
07-Mar-2014,21.16,21.708,12.4136,2004.5882,10.6409,11.3085
10-Mar-2014,21.2,21.718,12.4791,2006.0632,10.5614,11.4985
11-Mar-2014,21.12,21.635,12.5023,2006.5688,10.5888,11.4713
12-Mar-2014,21.13,21.568,12.5944,2007.0677,10.6177,11.4834
13-Mar-2014,21.1,21.468,12.5007,2007.5764,10.6037,11.3758
14-Mar-2014,21.1,21.482,12.4443,2008.089,10.5823,11.3554
18-Mar-2014,21.21,21.638,12.5967,2010.1224,10.6147,11.4273
19-Mar-2014,21.21,21.699,12.6108,2010.6383,10.4873,11.5625
20-Mar-2014,21.08,21.7,12.6633,2011.1532,10.3574,11.5785
21-Mar-2014,21.11,21.891,12.8954,2011.6933,10.3527,11.5856
24-Mar-2014,21.4,21.93,12.9657,2013.2861,10.2777,11.5871
25-Mar-2014,21.43,21.995,13.0642,2013.819,10.2346,11.5784
26-Mar-2014,21.47,22.065,13.0606,2014.3616,10.2227,11.6398
27-Mar-2014,21.59,22.246,13.2005,2014.8906,10.1899,11.6695
28-Mar-2014,21.77,22.516,13.3767,2015.6954,10.1333,11.748
31-Mar-2014,21.83,22.636,13.5183,2017.2625,10.1991,11.8137
01-Apr-2014,21.82,22.653,13.6112,2017.7863,10.1513,11.8804
02-Apr-2014,21.97,23.078,13.8049,2018.2828,10.1668,12.0649
03-Apr-2014,21.87,23.052,13.6831,2018.854,10.1524,12.0915
04-Apr-2014,21.77,23.048,13.5958,2019.3869,10.1942,12.1481
07-Apr-2014,21.77,22.972,13.5894,2020.9319,10.1413,12.0871
09-Apr-2014,22.04,23.355,13.7877,2021.9628,10.2417,12.2782
10-Apr-2014,22.03,23.456,13.881,2022.4765,10.3663,12.2949
11-Apr-2014,22.02,23.498,13.9178,2022.9888,10.3373,12.3807
15-Apr-2014,21.86,23.379,13.8308,2025.0349,10.4197,12.2743
16-Apr-2014,21.68,23.189,13.6624,2025.5403,10.2949,12.3187
17-Apr-2014,21.95,23.515,13.9132,2026.0493,10.3124,12.4306
21-Apr-2014,22.07,23.722,14.1343,2028.0852,10.2727,12.4694
22-Apr-2014,22.09,23.763,14.0788,2028.5897,10.4016,12.4885
23-Apr-2014,22.24,23.829,14.11,2029.1018,10.467,12.4753
25-Apr-2014,22.08,23.827,13.9832,2030.1168,10.4937,12.3786
28-Apr-2014,22.12,23.878,14.0815,2031.6285,10.5395,12.4204
29-Apr-2014,21.96,23.872,14.0652,2032.1303,10.4602,12.4935
30-Apr-2014,21.87,23.668,13.9053,2032.6321,10.4763,12.3584
02-May-2014,21.91,23.8,13.9867,2033.633,10.6011,12.4242
05-May-2014,21.92,23.828,14.1339,2035.1231,10.5841,12.4325
06-May-2014,21.98,23.897,14.2998,2035.6117,10.5121,12.4622
07-May-2014,21.83,23.771,14.225,2036.1038,10.4825,12.4311
08-May-2014,21.88,23.805,14.3468,2036.5911,10.3858,12.4271
09-May-2014,22.5,24.092,14.4936,2037.0785,10.3586,12.5176
12-May-2014,22.99,24.188,14.5292,2038.5464,10.3098,12.6053
13-May-2014,23.25,24.491,14.6594,2039.0386,10.3112,12.7077
14-May-2014,23.28,24.726,14.8224,2039.531,10.2709,12.7734
15-May-2014,23.29,24.559,14.8502,2040.0219,10.2845,12.6632
16-May-2014,23.6,24.902,15.0774,2040.5123,10.1258,12.7013
19-May-2014,23.9,25.536,15.5583,2041.9874,10.0124,12.9717
20-May-2014,24.0,25.905,15.9528,2042.504,9.9303,13.0987
21-May-2014,23.94,26.144,16.1928,2043.0145,9.9143,13.1093
22-May-2014,24.06,26.591,16.5316,2043.5069,9.6341,13.2732
23-May-2014,24.41,26.906,16.7559,2044.0006,9.5927,13.473
26-May-2014,24.38,26.555,16.338,2045.4579,9.6121,13.3511
27-May-2014,24.32,26.462,16.3412,2045.9425,9.5351,13.4168
28-May-2014,24.41,26.437,16.5651,2046.4345,9.485,13.6706
29-May-2014,24.1,26.497,16.58,2046.9278,9.4017,13.5845
30-May-2014,24.05,26.612,16.591,2047.4322,9.4003,13.4618
02-Jun-2014,24.58,27.124,16.9139,2048.8922,9.3597,13.6321
03-Jun-2014,24.76,27.271,17.0552,2049.3882,9.3257,13.5443
04-Jun-2014,24.81,27.559,17.4206,2049.8801,9.3489,13.6994
05-Jun-2014,25.05,27.824,17.6966,2050.364,9.2919,13.7994
06-Jun-2014,25.42,28.306,17.9528,2050.8536,9.3287,13.9518
09-Jun-2014,25.63,28.642,18.2345,2052.3069,9.2577,14.0318
10-Jun-2014,25.57,28.712,18.1801,2052.79,9.277,14.2521
11-Jun-2014,25.48,28.54,18.1067,2053.2777,9.3289,14.1681
12-Jun-2014,25.61,28.673,18.1298,2053.7719,9.3422,14.1725
13-Jun-2014,25.24,28.159,17.7073,2054.2477,9.4424,13.9309
16-Jun-2014,25.22,28.348,17.7588,2055.7082,9.657,13.9161
17-Jun-2014,25.56,28.726,18.1459,2056.1951,9.6217,14.051
18-Jun-2014,25.41,28.752,18.2241,2056.681,9.5858,13.9986
19-Jun-2014,25.27,28.572,18.3015,2057.1674,9.6573,13.841
20-Jun-2014,25.16,28.404,18.2814,2057.6498,9.8472,13.8653
23-Jun-2014,25.12,28.58,18.4867,2059.1021,9.8155,13.8812
24-Jun-2014,25.38,28.948,18.7703,2059.5878,9.8317,14.0416
25-Jun-2014,25.3,29.026,18.8967,2060.0682,9.7901,14.0057
26-Jun-2014,25.1,28.866,18.8329,2060.5584,9.755,13.99
27-Jun-2014,25.22,28.962,19.1038,2061.0443,9.8064,14.0133
30-Jun-2014,25.54,29.453,19.388,2062.5098,9.774,14.138
01-Jul-2014,25.74,29.509,19.5057,2063.004,9.819,14.2673
02-Jul-2014,25.99,29.873,19.7284,2063.489,9.7978,14.5529
03-Jul-2014,26.0,29.884,19.8128,2063.9805,9.7278,14.6173
04-Jul-2014,26.2,29.997,20.0091,2064.4723,9.7014,14.7542
07-Jul-2014,26.19,30.037,19.8645,2065.9352,9.7285,14.9297
08-Jul-2014,25.57,29.069,19.1937,2066.4236,9.6442,14.6602
09-Jul-2014,25.44,28.764,18.8126,2066.9019,9.657,14.5514
10-Jul-2014,25.43,28.72,19.0225,2067.3873,9.836,14.4947
11-Jul-2014,25.03,28.15,18.5381,2067.8668,9.8789,14.2041
14-Jul-2014,25.03,28.134,18.5184,2069.315,9.8264,14.216
15-Jul-2014,25.37,28.591,18.9118,2069.7983,9.8237,14.4261
16-Jul-2014,25.79,28.96,19.2525,2070.2805,9.718,14.6046
17-Jul-2014,25.88,29.32,19.4957,2070.7638,9.7425,14.7858
18-Jul-2014,25.96,29.294,19.4611,2071.2443,9.8072,14.832
21-Jul-2014,25.93,29.35,19.5091,2072.6847,9.7751,14.8651
22-Jul-2014,26.09,29.406,19.4865,2073.165,9.7621,14.8192
23-Jul-2014,26.07,29.442,19.5303,2073.6445,9.7337,14.7925
24-Jul-2014,26.16,29.344,19.5868,2074.1252,9.6917,14.8635
25-Jul-2014,25.94,29.148,19.1667,2074.6015,9.6429,14.7349
28-Jul-2014,25.85,29.073,19.0344,2076.0469,9.694,14.6928
30-Jul-2014,26.06,29.181,19.004,2077.0111,9.6823,14.6067
31-Jul-2014,25.89,29.262,19.0808,2077.496,9.6806,14.5541
01-Aug-2014,25.61,29.138,18.9895,2077.9761,9.7439,14.4505
04-Aug-2014,25.87,29.408,19.1745,2079.4114,9.7583,14.4983
05-Aug-2014,26.04,29.65,19.4055,2079.8922,9.7231,14.5281
06-Aug-2014,25.81,29.52,19.4732,2080.3744,9.7751,14.4394
07-Aug-2014,25.77,29.509,19.4512,2080.859,9.8729,14.3763
08-Aug-2014,25.52,29.018,19.1367,2081.336,10.021,14.2103
11-Aug-2014,25.67,29.369,19.242,2082.7952,9.8648,14.2756
12-Aug-2014,25.87,29.478,19.3037,2083.2847,9.8719,14.2497
13-Aug-2014,25.85,29.184,19.0384,2083.7687,9.8574,14.0822
14-Aug-2014,26.03,29.502,19.1482,2084.2547,9.9491,14.1563
18-Aug-2014,26.34,30.171,19.6433,2086.1993,9.9998,14.4029
19-Aug-2014,26.5,30.345,19.9856,2086.6847,9.8288,14.5322
20-Aug-2014,26.45,30.393,20.3212,2087.1686,9.7762,14.5899
21-Aug-2014,26.55,30.732,20.3342,2087.6587,9.7688,14.6151
22-Aug-2014,26.68,30.92,20.3819,2088.1535,9.7092,14.5703
25-Aug-2014,26.66,30.701,20.2872,2089.6226,9.7375,14.4776
26-Aug-2014,26.67,30.763,20.2556,2090.1316,9.6727,14.433
27-Aug-2014,26.81,31.073,20.6625,2090.6175,9.6523,14.5243
28-Aug-2014,26.9,30.993,20.5841,2091.1033,9.6976,14.5063
01-Sep-2014,27.26,31.411,20.8898,2093.056,9.6906,14.5886
02-Sep-2014,27.52,31.556,21.167,2093.5522,9.68,14.7742
03-Sep-2014,27.57,31.878,21.2689,2094.0522,9.5822,14.7603
04-Sep-2014,27.49,31.762,21.3692,2094.5377,9.6101,14.7548
05-Sep-2014,27.42,31.929,21.5313,2095.0317,9.6883,14.7395
08-Sep-2014,27.68,32.378,22.0341,2096.497,9.6338,14.8275
09-Sep-2014,27.66,32.373,22.2212,2096.9895,9.4739,14.8143
10-Sep-2014,27.54,32.322,22.2737,2097.4714,9.5415,14.8494
11-Sep-2014,27.72,32.767,22.5051,2097.9584,9.4671,15.0675
12-Sep-2014,27.79,33.147,22.6838,2098.4508,9.4487,15.1353
15-Sep-2014,27.71,33.079,22.7796,2099.9302,9.5884,15.1571
16-Sep-2014,27.23,32.157,21.9435,2100.4287,9.5175,14.798
17-Sep-2014,27.39,32.173,22.0228,2100.9304,9.5081,14.8824
18-Sep-2014,27.81,32.676,22.5147,2101.4292,9.4492,15.1506
19-Sep-2014,27.8,32.715,22.6055,2101.9365,9.4094,15.2407
22-Sep-2014,27.85,32.848,22.7188,2103.4376,9.3516,15.2844
23-Sep-2014,27.46,32.162,22.3316,2103.9524,9.4016,15.1033
24-Sep-2014,27.41,31.868,22.159,2104.4626,9.3959,14.9214
25-Sep-2014,27.07,31.34,21.6919,2104.9625,9.356,14.7508
26-Sep-2014,27.26,31.738,21.8195,2105.4455,9.3884,14.7782
29-Sep-2014,27.23,32.02,22.0804,2106.9658,9.3666,14.8788
30-Sep-2014,27.23,32.187,22.29,2107.5356,9.3587,14.7827
01-Oct-2014,27.15,32.248,22.2411,2108.0201,9.4006,14.8235
07-Oct-2014,26.88,31.821,22.0424,2110.9425,9.4188,14.6456
08-Oct-2014,26.84,31.714,22.0485,2111.4515,9.4369,14.5722
09-Oct-2014,27.16,32.243,22.3722,2111.9568,9.4188,14.7594
10-Oct-2014,26.84,31.877,22.159,2112.4602,9.3863,14.5769
13-Oct-2014,27.02,31.952,22.1953,2113.9578,9.4437,14.5167
14-Oct-2014,26.96,31.894,22.2802,2114.4478,9.4747,14.462
16-Oct-2014,26.51,31.196,21.9447,2115.4501,9.5777,14.3874
17-Oct-2014,26.73,31.358,21.8983,2115.95,9.4886,14.3896
20-Oct-2014,27.16,31.665,22.0742,2117.4488,9.4754,14.4761
21-Oct-2014,27.4,31.916,22.228,2117.9511,9.7293,14.509
22-Oct-2014,27.61,32.306,22.3959,2118.4469,9.5484,14.6208
27-Oct-2014,27.68,32.463,22.4776,2120.9463,9.4507,14.7208
28-Oct-2014,27.8,32.577,22.537,2121.4503,9.433,14.6982
29-Oct-2014,27.97,32.647,22.6184,2121.9502,9.4119,14.7456
30-Oct-2014,28.26,32.838,22.789,2122.4489,9.3144,14.8042
31-Oct-2014,28.73,33.245,22.9804,2122.9661,9.2011,14.9338
03-Nov-2014,28.71,33.512,23.2246,2124.4796,9.1985,15.1612
05-Nov-2014,28.72,33.64,23.4461,2125.4837,9.0605,15.0834
07-Nov-2014,28.7,33.937,23.2931,2126.4858,9.0907,15.0911
10-Nov-2014,28.68,33.867,23.2814,2127.99,9.1448,15.0768
11-Nov-2014,28.79,34.125,23.4121,2128.4795,9.0605,15.169
12-Nov-2014,28.89,34.524,23.5572,2128.9761,9.0945,15.1974
13-Nov-2014,28.76,34.449,23.3836,2129.4688,9.096,15.0945
14-Nov-2014,28.91,34.546,23.3689,2129.9583,9.0488,15.1046
17-Nov-2014,29.03,35.015,23.5217,2131.4462,9.2416,15.1272
18-Nov-2014,29.18,35.164,23.7464,2131.9455,9.2284,15.1613
19-Nov-2014,29.03,35.064,23.6071,2132.4374,9.2187,15.1682
20-Nov-2014,29.09,35.062,23.5645,2132.9281,9.1738,15.1239
21-Nov-2014,29.32,35.14,23.509,2133.4218,9.1449,15.2023
24-Nov-2014,29.49,35.2,23.48,2134.8942,9.1514,15.2649
25-Nov-2014,29.21,34.901,23.1205,2135.3945,9.1631,15.2011
26-Nov-2014,29.31,34.878,23.176,2135.8886,9.171,15.3714
27-Nov-2014,29.41,34.975,23.2608,2136.3802,9.148,15.4273
28-Nov-2014,29.74,35.426,23.3689,2136.8765,9.1271,15.5459
01-Dec-2014,29.6,35.43,23.3066,2138.3601,8.9976,15.6125
02-Dec-2014,29.61,35.699,23.4944,2138.8529,9.1199,15.7448
03-Dec-2014,29.79,36.169,23.7715,2139.3432,9.1483,15.8292
04-Dec-2014,29.86,36.368,23.881,2139.8345,9.127,15.8709
